Client_ID,Last_Purchase_Date,Frequency,Monetary_Spendings,Behavior_Score,Churn,Recency
Client_1216,2025-05-30 17:26:37.168127,45,359.51,0.35,1,171
Client_1217,2025-08-26 17:26:37.168127,48,156.53,0.56,0,83
Client_1218,2025-08-19 17:26:37.168127,31,392.68,0.62,0,90
Client_1219,2025-10-22 17:26:37.168127,50,142.48,0.93,1,26
Client_1220,2025-10-17 17:26:37.168127,1,343.95,0.73,0,31
Client_1221,2025-05-06 17:26:37.168127,12,470.87,0.93,0,195
Client_1222,2025-03-18 17:26:37.168127,25,57.69,0.55,0,244
Client_1223,2025-06-28 17:26:37.168127,43,54.99,0.72,1,142
Client_1224,2025-11-11 17:26:37.168127,5,220.0,0.43,0,6
Client_1225,2025-07-28 17:26:37.168127,45,303.89,0.56,1,112
Client_1226,2025-05-24 17:26:37.168127,14,109.0,0.99,1,177
Client_1227,2025-09-17 17:26:37.168127,31,69.58,0.5,0,61
Client_1228,2025-01-17 17:26:37.168127,29,79.18,0.65,0,304
Client_1229,2025-03-17 17:26:37.168127,47,317.5,0.6,0,245
Client_1230,2025-08-24 17:26:37.168127,5,428.24,0.84,1,85
Client_1231,2025-04-10 17:26:37.168127,1,36.73,0.31,0,221
Client_1232,2025-03-27 17:26:37.168127,12,58.32,0.92,0,235
Client_1233,2025-02-11 17:26:37.168127,46,462.57,0.55,0,279
Client_1234,2025-01-15 17:26:37.168127,25,277.52,0.16,1,306
Client_1235,2025-07-07 17:26:37.168127,44,108.76,0.76,0,133
Client_1236,2025-07-16 17:26:37.168127,22,471.19,0.12,0,124
Client_1237,2024-11-24 17:26:37.168127,42,313.74,0.47,0,358
Client_1238,2025-08-21 17:26:37.168127,20,398.9,0.93,0,88
Client_1239,2025-08-15 17:26:37.168127,38,71.61,0.69,1,94
Client_1240,2025-03-20 17:26:37.168127,5,469.68,0.05,0,242
Client_1241,2025-05-14 17:26:37.168127,46,57.06,0.15,0,187
Client_1242,2025-06-07 17:26:37.168127,21,384.16,0.27,0,163
Client_1243,2025-03-16 17:26:37.168127,35,330.38,0.1,1,246
Client_1244,2025-08-01 17:26:37.168127,3,227.36,0.57,1,108
Client_1245,2025-08-31 17:26:37.168127,25,336.48,0.77,1,78
Client_1246,2025-07-17 17:26:37.168127,30,104.27,0.89,1,123
Client_1247,2025-09-28 17:26:37.168127,12,454.73,0.75,0,50
Client_1248,2025-06-13 17:26:37.168127,27,308.15,0.4,0,157
Client_1249,2025-07-20 17:26:37.168127,41,357.95,0.32,0,120
Client_1250,2025-09-20 17:26:37.168127,36,210.65,0.26,1,58
Client_1251,2025-08-10 17:26:37.168127,22,438.31,0.79,0,99
Client_1252,2025-03-28 17:26:37.168127,29,78.46,0.59,1,234
Client_1253,2025-08-31 17:26:37.168127,2,304.11,0.34,0,78
Client_1254,2025-09-30 17:26:37.168127,11,98.0,0.87,1,48
Client_1255,2025-10-15 17:26:37.168127,13,338.6,0.54,0,33
Client_1256,2025-03-28 17:26:37.168127,12,375.12,0.59,1,234
Client_1257,2025-09-08 17:26:37.168127,11,223.9,0.47,0,70
Client_1258,2025-09-23 17:26:37.168127,46,346.57,0.03,0,55
Client_1259,2025-09-10 17:26:37.168127,39,22.42,0.12,0,68
Client_1260,2025-07-21 17:26:37.168127,4,357.72,0.57,0,119
Client_1261,2025-04-16 17:26:37.168127,12,402.11,0.73,1,215
Client_1262,2025-11-03 17:26:37.168127,48,475.55,0.32,0,14
Client_1263,2025-04-25 17:26:37.168127,13,499.65,1.0,0,206
Client_1264,2024-12-23 17:26:37.168127,45,318.69,0.11,0,329
Client_1265,2025-01-12 17:26:37.168127,19,484.06,0.03,1,309
Client_1266,2025-10-13 17:26:37.168127,12,223.26,0.22,1,35
Client_1267,2025-07-31 17:26:37.168127,42,453.59,0.11,0,109
Client_1268,2025-06-07 17:26:37.168127,18,372.09,0.53,0,163
Client_1269,2025-09-09 17:26:37.168127,10,251.68,0.12,0,69
Client_1270,2025-01-13 17:26:37.168127,41,86.36,0.21,1,308
Client_1271,2025-02-03 17:26:37.168127,35,492.45,0.31,1,287
Client_1272,2025-07-13 17:26:37.168127,12,448.13,0.86,0,127
Client_1273,2025-02-22 17:26:37.168127,33,288.85,0.01,0,268
Client_1274,2024-12-27 17:26:37.168127,38,412.39,0.7,1,325
Client_1275,2025-09-08 17:26:37.168127,43,473.33,0.96,0,70
Client_1276,2025-10-28 17:26:37.168127,49,121.69,0.62,0,20
Client_1277,2025-05-25 17:26:37.168127,29,281.49,0.2,0,176
Client_1278,2024-11-28 17:26:37.168127,18,241.5,0.52,0,354
Client_1279,2024-12-21 17:26:37.168127,11,197.1,0.13,1,331
Client_1280,2025-01-31 17:26:37.168127,18,235.13,0.74,0,290
Client_1281,2025-04-02 17:26:37.168127,17,490.93,0.17,0,229
Client_1282,2025-10-03 17:26:37.168127,8,277.71,0.46,0,45
Client_1283,2025-07-27 17:26:37.168127,43,30.48,0.11,0,113
Client_1284,2025-08-21 17:26:37.168127,37,203.52,0.91,1,88
Client_1285,2025-02-21 17:26:37.168127,22,233.59,0.43,0,269
Client_1286,2025-11-17 17:26:37.168127,31,67.02,0.04,1,0
Client_1287,2025-04-01 17:26:37.168127,3,308.82,0.23,0,230
Client_1288,2025-08-18 17:26:37.168127,49,222.17,0.21,0,91
Client_1289,2025-08-03 17:26:37.168127,20,494.79,0.02,0,106
Client_1290,2025-03-16 17:26:37.168127,38,320.51,0.88,0,246
Client_1291,2025-09-05 17:26:37.168127,16,402.92,0.5,0,73
Client_1292,2025-02-12 17:26:37.168127,30,53.1,0.29,0,278
Client_1293,2025-06-18 17:26:37.168127,47,294.58,0.58,0,152
Client_1294,2025-09-14 17:26:37.168127,30,128.06,0.16,0,64
Client_1295,2025-04-25 17:26:37.168127,16,106.75,0.47,0,206
Client_1296,2025-01-31 17:26:37.168127,44,202.29,0.72,0,290
Client_1297,2025-01-05 17:26:37.168127,45,198.52,0.85,0,316
Client_1298,2025-04-15 17:26:37.168127,8,180.96,0.96,0,216
Client_1299,2025-06-20 17:26:37.168127,14,299.16,0.18,1,150
Client_1300,2025-10-26 17:26:37.168127,5,476.02,0.03,0,22
Client_1301,2025-04-09 17:26:37.168127,5,193.3,0.94,0,222
Client_1302,2025-11-15 17:26:37.168127,27,433.58,0.08,0,2
Client_1303,2025-11-12 17:26:37.168127,49,172.0,0.82,1,5
Client_1304,2024-12-06 17:26:37.168127,9,92.29,0.1,1,346
Client_1305,2025-03-28 17:26:37.168127,3,76.71,0.28,0,234
Client_1306,2025-08-28 17:26:37.168127,44,49.4,0.46,1,81
Client_1307,2025-02-25 17:26:37.168127,19,203.36,0.22,0,265
Client_1308,2025-03-09 17:26:37.168127,48,145.65,0.83,0,253
Client_1309,2025-10-10 17:26:37.168127,6,107.64,0.47,0,38
Client_1310,2025-07-31 17:26:37.168127,38,153.48,0.61,0,109
Client_1311,2025-04-21 17:26:37.168127,46,100.69,0.16,1,210
Client_1312,2025-04-09 17:26:37.168127,19,336.57,0.61,0,222
Client_1313,2025-02-08 17:26:37.168127,47,311.89,0.95,0,282
Client_1314,2025-05-19 17:26:37.168127,39,168.56,0.3,1,182
Client_1315,2025-08-23 17:26:37.168127,27,191.29,0.92,0,86
Client_1316,2025-08-07 17:26:37.168127,24,351.51,0.08,0,102
Client_1317,2025-10-02 17:26:37.168127,13,90.04,0.36,0,46
Client_1318,2025-10-26 17:26:37.168127,14,445.42,0.8,0,22
Client_1319,2025-04-25 17:26:37.168127,30,277.44,0.76,0,206
Client_1320,2025-05-12 17:26:37.168127,31,365.83,0.21,1,189
Client_1321,2025-07-01 17:26:37.168127,46,127.11,0.09,1,139
Client_1322,2025-10-28 17:26:37.168127,30,109.08,0.03,0,20
Client_1323,2025-03-21 17:26:37.168127,12,207.36,0.94,1,241
Client_1324,2025-05-30 17:26:37.168127,47,397.1,0.84,0,171
Client_1325,2025-11-17 17:26:37.168127,40,99.07,0.13,0,0
Client_1326,2025-10-31 17:26:37.168127,6,339.61,0.64,0,17
Client_1327,2025-03-13 17:26:37.168127,23,158.43,0.08,0,249
Client_1328,2024-11-21 17:26:37.168127,19,46.98,0.54,0,361
Client_1329,2025-09-25 17:26:37.168127,28,87.27,0.34,1,53
Client_1330,2024-12-27 17:26:37.168127,31,277.6,0.89,0,325
Client_1331,2025-07-26 17:26:37.168127,34,151.96,1.0,0,114
Client_1332,2025-07-23 17:26:37.168127,36,110.71,0.71,0,117
Client_1333,2025-01-28 17:26:37.168127,25,287.35,0.88,0,293
Client_1334,2025-02-16 17:26:37.168127,9,25.27,0.93,0,274
Client_1335,2025-08-07 17:26:37.168127,5,175.09,0.91,0,102
Client_1336,2025-01-11 17:26:37.168127,45,83.69,0.43,1,310
Client_1337,2025-04-21 17:26:37.168127,2,214.92,0.32,0,210
Client_1338,2025-07-23 17:26:37.168127,47,120.07,0.37,0,117
Client_1339,2025-08-13 17:26:37.168127,22,273.7,0.71,1,96
Client_1340,2025-07-29 17:26:37.168127,16,325.55,0.49,0,111
Client_1341,2025-01-26 17:26:37.168127,28,435.98,0.28,0,295
Client_1342,2024-12-16 17:26:37.168127,46,242.03,0.18,1,336
Client_1343,2025-08-29 17:26:37.168127,27,155.81,0.62,0,80
Client_1344,2025-04-10 17:26:37.168127,50,246.76,0.41,0,221
Client_1345,2025-01-18 17:26:37.168127,46,466.07,0.79,0,303
Client_1346,2024-12-15 17:26:37.168127,16,166.15,0.96,0,337
Client_1347,2025-09-17 17:26:37.168127,5,305.13,0.21,0,61
Client_1348,2025-09-10 17:26:37.168127,36,117.34,0.08,0,68
Client_1349,2025-07-23 17:26:37.168127,29,430.92,0.27,0,117
Client_1350,2025-02-06 17:26:37.168127,15,470.9,0.81,0,284
Client_1351,2025-08-15 17:26:37.168127,20,27.45,0.54,0,94
Client_1352,2025-06-24 17:26:37.168127,28,250.55,0.37,0,146
Client_1353,2025-06-08 17:26:37.168127,8,64.04,0.97,0,162
Client_1354,2025-04-30 17:26:37.168127,23,429.41,0.16,0,201
Client_1355,2025-02-04 17:26:37.168127,38,96.24,0.51,0,286
Client_1356,2025-04-23 17:26:37.168127,1,344.11,0.41,0,208
Client_1357,2025-02-10 17:26:37.168127,25,22.9,0.58,0,280
Client_1358,2025-05-11 17:26:37.168127,36,25.0,0.28,0,190
Client_1359,2025-01-05 17:26:37.168127,30,301.75,0.02,0,316
Client_1360,2025-08-15 17:26:37.168127,46,156.54,0.61,0,94
Client_1361,2025-08-31 17:26:37.168127,31,61.88,0.58,0,78
Client_1362,2024-12-01 17:26:37.168127,41,294.5,0.94,1,351
Client_1363,2025-02-27 17:26:37.168127,48,391.31,0.05,0,263
Client_1364,2025-10-17 17:26:37.168127,20,491.55,0.65,1,31
Client_1365,2025-03-05 17:26:37.168127,44,340.05,0.47,0,257
Client_1366,2025-10-23 17:26:37.168127,2,459.93,0.55,0,25
Client_1367,2025-09-16 17:26:37.168127,24,426.83,0.64,0,62
Client_1368,2025-09-05 17:26:37.168127,15,355.03,0.18,1,73
Client_1369,2025-10-24 17:26:37.168127,33,56.25,0.89,0,24
Client_1370,2025-01-21 17:26:37.168127,18,464.73,0.41,0,300
Client_1371,2025-10-29 17:26:37.168127,25,112.12,0.61,0,19
Client_1372,2025-10-06 17:26:37.168127,25,53.42,0.71,0,42
Client_1373,2025-02-26 17:26:37.168127,35,88.45,0.65,1,264
Client_1374,2025-07-02 17:26:37.168127,36,348.29,0.08,0,138
Client_1375,2025-01-30 17:26:37.168127,26,455.92,0.79,0,291
Client_1376,2025-07-11 17:26:37.168127,38,462.6,0.68,0,129
Client_1377,2025-05-25 17:26:37.168127,42,408.95,0.99,1,176
Client_1378,2025-02-19 17:26:37.168127,48,479.71,0.33,1,271
Client_1379,2025-09-13 17:26:37.168127,7,36.64,0.04,1,65
Client_1380,2025-02-28 17:26:37.168127,9,295.2,0.87,1,262
Client_1381,2025-06-24 17:26:37.168127,27,29.03,0.44,0,146
Client_1382,2025-07-21 17:26:37.168127,42,96.98,0.61,1,119
Client_1383,2024-12-12 17:26:37.168127,41,299.54,0.44,0,340
Client_1384,2025-08-07 17:26:37.168127,39,95.4,0.22,1,102
Client_1385,2025-04-03 17:26:37.168127,28,383.79,0.47,0,228
Client_1386,2025-03-07 17:26:37.168127,7,119.33,0.38,0,255
Client_1387,2025-03-06 17:26:37.168127,45,298.56,0.98,0,256
Client_1388,2025-01-19 17:26:37.168127,30,100.27,0.15,0,302
Client_1389,2025-03-23 17:26:37.168127,13,222.98,0.43,0,239
Client_1390,2025-05-20 17:26:37.168127,3,53.18,0.43,0,181
Client_1391,2025-05-24 17:26:37.168127,41,261.12,0.85,0,177
Client_1392,2024-12-17 17:26:37.168127,37,325.01,0.64,0,335
Client_1393,2025-11-02 17:26:37.168127,44,100.79,0.81,0,15
Client_1394,2025-05-17 17:26:37.168127,24,413.33,0.28,0,184
Client_1395,2025-02-19 17:26:37.168127,38,204.57,0.72,1,271
Client_1396,2025-10-14 17:26:37.168127,40,37.0,0.03,1,34
Client_1397,2025-01-02 17:26:37.168127,5,95.78,0.48,0,319
Client_1398,2025-10-13 17:26:37.168127,29,60.85,0.99,0,35
Client_1399,2025-10-01 17:26:37.168127,46,431.01,0.81,0,47
Client_1400,2025-10-12 17:26:37.168127,31,469.19,0.08,0,36
Client_1401,2025-09-26 17:26:37.168127,19,238.98,0.13,1,52
Client_1402,2025-03-30 17:26:37.168127,16,317.24,0.2,0,232
Client_1403,2025-08-25 17:26:37.168127,7,172.36,0.82,1,84
Client_1404,2025-07-26 17:26:37.168127,25,418.24,0.67,0,114
Client_1405,2025-10-28 17:26:37.168127,17,153.05,0.98,0,20
Client_1406,2025-03-29 17:26:37.168127,6,324.72,0.64,0,233
Client_1407,2025-08-02 17:26:37.168127,10,79.95,0.83,0,107
Client_1408,2025-04-28 17:26:37.168127,19,489.63,0.21,0,203
Client_1409,2025-08-14 17:26:37.168127,27,412.48,0.63,1,95
Client_1410,2025-11-05 17:26:37.168127,23,398.54,0.94,0,12
Client_1411,2025-02-05 17:26:37.168127,36,204.46,0.91,1,285
Client_1412,2025-08-19 17:26:37.168127,24,258.25,0.34,0,90
Client_1413,2024-11-26 17:26:37.168127,35,298.73,0.19,0,356
Client_1414,2025-10-02 17:26:37.168127,8,498.66,0.66,0,46
Client_1415,2025-01-30 17:26:37.168127,26,129.51,0.96,0,291
Client_1416,2025-04-24 17:26:37.168127,24,308.1,0.35,0,207
Client_1417,2025-02-09 17:26:37.168127,6,427.41,0.27,0,281
Client_1418,2025-01-27 17:26:37.168127,13,37.57,0.0,0,294
Client_1419,2025-03-02 17:26:37.168127,32,475.58,0.76,1,260
Client_1420,2025-08-16 17:26:37.168127,10,179.48,0.29,0,93
Client_1421,2025-04-14 17:26:37.168127,39,289.18,0.68,1,217
Client_1422,2025-10-16 17:26:37.168127,11,86.85,0.67,0,32
Client_1423,2025-07-28 17:26:37.168127,41,199.9,0.52,0,112
Client_1424,2025-08-31 17:26:37.168127,10,157.75,0.15,1,78
Client_1425,2025-11-08 17:26:37.168127,6,337.18,0.09,0,9
Client_1426,2025-10-01 17:26:37.168127,4,333.47,0.99,0,47
Client_1427,2024-12-14 17:26:37.168127,33,242.14,0.91,1,338
Client_1428,2025-06-22 17:26:37.168127,25,380.33,0.05,0,148
Client_1429,2025-01-01 17:26:37.168127,36,215.8,0.69,0,320
Client_1430,2025-06-19 17:26:37.168127,4,177.98,0.3,1,151
Client_1431,2025-08-06 17:26:37.168127,34,493.2,0.86,0,103
Client_1432,2025-01-09 17:26:37.168127,23,201.96,0.33,0,312
Client_1433,2025-08-15 17:26:37.168127,23,226.5,0.33,0,94
Client_1434,2024-12-08 17:26:37.168127,17,360.47,0.61,0,344
Client_1435,2025-10-16 17:26:37.168127,22,25.32,0.05,0,32
Client_1436,2025-04-30 17:26:37.168127,42,191.56,0.06,1,201
Client_1437,2025-06-26 17:26:37.168127,2,191.79,0.51,0,144
Client_1438,2025-10-05 17:26:37.168127,22,462.87,0.63,0,43
Client_1439,2025-02-01 17:26:37.168127,42,69.66,0.91,1,289
Client_1440,2025-10-11 17:26:37.168127,39,162.46,0.67,0,37
Client_1441,2025-09-26 17:26:37.168127,7,313.76,0.86,0,52
Client_1442,2024-12-26 17:26:37.168127,10,134.71,0.77,0,326
Client_1443,2025-01-25 17:26:37.168127,38,398.12,0.6,1,296
Client_1444,2025-01-20 17:26:37.168127,26,354.65,0.89,1,301
Client_1445,2025-09-24 17:26:37.168127,41,490.83,0.37,0,54
Client_1446,2025-01-01 17:26:37.168127,15,23.95,0.21,0,320
Client_1447,2025-09-20 17:26:37.168127,3,72.88,0.67,0,58
Client_1448,2025-06-25 17:26:37.168127,40,493.09,0.65,0,145
Client_1449,2025-04-30 17:26:37.168127,44,249.6,0.91,0,201
Client_1450,2025-08-04 17:26:37.168127,22,160.22,0.49,0,105
Client_1451,2025-09-03 17:26:37.168127,1,340.42,0.62,0,75
Client_1452,2025-08-30 17:26:37.168127,39,124.5,0.74,0,79
Client_1453,2025-08-20 17:26:37.168127,27,256.94,0.86,0,89
Client_1454,2025-04-28 17:26:37.168127,48,321.37,0.48,0,203
Client_1455,2025-01-13 17:26:37.168127,27,311.9,0.97,0,308
Client_1456,2025-05-13 17:26:37.168127,29,212.39,0.04,0,188
Client_1457,2024-11-22 17:26:37.168127,3,447.26,0.08,1,360
Client_1458,2025-11-01 17:26:37.168127,16,205.85,0.2,0,16
Client_1459,2024-12-11 17:26:37.168127,50,460.14,0.44,0,341
Client_1460,2025-03-26 17:26:37.168127,43,71.17,0.82,0,236
Client_1461,2025-03-24 17:26:37.168127,29,76.98,0.44,1,238
Client_1462,2025-03-25 17:26:37.168127,47,396.26,0.27,0,237
Client_1463,2025-11-08 17:26:37.168127,11,29.43,0.58,0,9
Client_1464,2025-05-15 17:26:37.168127,1,87.72,0.48,0,186
Client_1465,2025-06-28 17:26:37.168127,20,76.12,0.06,0,142
Client_1466,2025-06-10 17:26:37.168127,9,44.66,0.47,0,160
Client_1467,2024-12-02 17:26:37.168127,27,349.47,0.31,1,350
Client_1468,2025-04-22 17:26:37.168127,37,206.82,0.32,1,209
Client_1469,2024-12-06 17:26:37.168127,5,56.9,0.29,1,346
Client_1470,2025-06-20 17:26:37.168127,11,99.83,0.67,0,150
Client_1471,2025-10-12 17:26:37.168127,21,156.96,0.41,0,36
Client_1472,2025-08-12 17:26:37.168127,9,196.2,0.45,1,97
Client_1473,2025-03-19 17:26:37.168127,21,366.25,0.8,1,243
Client_1474,2025-09-21 17:26:37.168127,10,302.35,0.41,1,57
Client_1475,2025-09-26 17:26:37.168127,23,463.63,0.6,1,52
Client_1476,2025-07-01 17:26:37.168127,44,495.33,0.32,0,139
Client_1477,2025-05-17 17:26:37.168127,4,274.05,0.25,0,184
Client_1478,2025-01-01 17:26:37.168127,45,379.37,0.86,0,320
Client_1479,2025-09-22 17:26:37.168127,5,160.06,0.79,0,56
Client_1480,2024-12-11 17:26:37.168127,46,280.59,0.12,1,341
Client_1481,2025-08-20 17:26:37.168127,34,155.6,0.03,1,89
Client_1482,2025-01-09 17:26:37.168127,23,406.33,0.24,0,312
Client_1483,2024-12-16 17:26:37.168127,11,194.36,0.52,0,336
Client_1484,2025-09-08 17:26:37.168127,17,372.31,0.04,0,70
Client_1485,2025-02-13 17:26:37.168127,48,82.69,0.02,0,277
Client_1486,2024-12-13 17:26:37.168127,47,442.98,0.24,0,339
Client_1487,2025-10-09 17:26:37.168127,35,221.26,0.5,1,39
Client_1488,2025-09-13 17:26:37.168127,42,46.59,0.27,0,65
Client_1489,2025-07-14 17:26:37.168127,46,378.7,0.19,1,126
Client_1490,2025-01-19 17:26:37.168127,46,129.11,0.17,0,302
Client_1491,2025-06-06 17:26:37.168127,38,152.46,0.16,0,164
Client_1492,2025-08-03 17:26:37.168127,12,44.54,0.25,1,106
Client_1493,2025-04-28 17:26:37.168127,46,239.61,0.22,1,203
Client_1494,2025-10-19 17:26:37.168127,33,107.89,0.01,0,29
Client_1495,2025-01-20 17:26:37.168127,30,394.52,0.55,0,301
Client_1496,2024-12-22 17:26:37.168127,20,219.34,0.06,0,330
Client_1497,2025-03-23 17:26:37.168127,33,48.68,0.37,0,239
Client_1498,2025-06-23 17:26:37.168127,25,239.54,0.02,1,147
Client_1499,2024-12-30 17:26:37.168127,2,80.59,0.56,1,322
Client_1500,2025-11-04 17:26:37.168127,5,376.36,0.71,0,13
Client_1501,2025-11-07 17:26:37.168127,30,44.67,0.79,0,10
Client_1502,2025-10-04 17:26:37.168127,16,178.9,0.93,1,44
Client_1503,2025-06-29 17:26:37.168127,34,489.7,0.02,1,141
Client_1504,2025-04-08 17:26:37.168127,18,117.26,0.47,1,223
Client_1505,2025-03-30 17:26:37.168127,49,364.13,0.54,0,232
Client_1506,2024-12-07 17:26:37.168127,24,487.65,0.16,0,345
Client_1507,2024-11-17 17:26:37.168127,11,468.33,0.67,0,365
Client_1508,2024-12-17 17:26:37.168127,23,337.99,0.33,1,335
Client_1509,2025-03-22 17:26:37.168127,8,467.51,0.45,0,240
Client_1510,2025-08-08 17:26:37.168127,50,321.84,0.93,1,101
Client_1511,2025-03-04 17:26:37.168127,14,126.79,0.39,1,258
Client_1512,2025-07-27 17:26:37.168127,25,66.78,0.44,0,113
Client_1513,2025-06-06 17:26:37.168127,24,406.74,0.19,0,164
Client_1514,2025-04-15 17:26:37.168127,12,178.75,0.67,0,216
Client_1515,2025-06-23 17:26:37.168127,33,465.55,0.46,1,147
Client_1516,2025-09-03 17:26:37.168127,48,379.02,0.0,0,75
Client_1517,2025-07-27 17:26:37.168127,31,424.29,0.74,0,113
Client_1518,2025-05-02 17:26:37.168127,30,395.99,0.79,0,199
Client_1519,2025-05-12 17:26:37.168127,47,317.02,0.95,0,189
Client_1520,2025-11-03 17:26:37.168127,46,200.85,0.39,0,14
Client_1521,2025-02-12 17:26:37.168127,34,471.74,0.55,1,278
Client_1522,2025-06-22 17:26:37.168127,36,125.31,0.77,0,148
Client_1523,2025-11-04 17:26:37.168127,18,207.2,0.85,1,13
Client_1524,2025-04-02 17:26:37.168127,3,321.35,0.58,0,229
Client_1525,2025-03-13 17:26:37.168127,12,468.74,0.82,0,249
Client_1526,2025-04-11 17:26:37.168127,20,321.91,0.75,0,220
Client_1527,2025-03-21 17:26:37.168127,26,460.65,0.68,1,241
Client_1528,2025-07-25 17:26:37.168127,14,334.7,0.38,1,115
Client_1529,2025-08-12 17:26:37.168127,41,416.66,0.01,0,97
Client_1530,2025-05-31 17:26:37.168127,13,42.18,0.43,1,170
Client_1531,2025-04-13 17:26:37.168127,3,335.38,0.97,0,218
Client_1532,2025-10-10 17:26:37.168127,30,337.1,0.02,1,38
Client_1533,2025-06-16 17:26:37.168127,16,162.76,0.03,0,154
Client_1534,2025-03-23 17:26:37.168127,11,437.78,0.29,1,239
Client_1535,2025-07-12 17:26:37.168127,14,263.32,0.51,1,128
Client_1536,2025-09-22 17:26:37.168127,8,158.75,0.87,0,56
Client_1537,2025-09-22 17:26:37.168127,16,197.32,0.97,0,56
Client_1538,2025-04-01 17:26:37.168127,12,200.35,0.62,0,230
Client_1539,2025-06-21 17:26:37.168127,29,143.75,0.31,1,149
Client_1540,2025-07-25 17:26:37.168127,21,276.4,0.43,0,115
Client_1541,2025-03-09 17:26:37.168127,44,433.85,0.18,0,253
Client_1542,2025-07-21 17:26:37.168127,38,409.61,0.25,0,119
Client_1543,2025-11-09 17:26:37.168127,20,99.44,0.96,0,8
Client_1544,2025-04-07 17:26:37.168127,43,343.33,0.67,1,224
Client_1545,2025-08-27 17:26:37.168127,48,448.7,0.39,0,82
Client_1546,2025-10-05 17:26:37.168127,6,234.05,0.52,0,43
Client_1547,2025-07-14 17:26:37.168127,35,347.93,0.8,0,126
Client_1548,2024-11-23 17:26:37.168127,6,184.11,0.86,1,359
Client_1549,2025-01-01 17:26:37.168127,25,46.75,0.33,1,320
Client_1550,2025-07-04 17:26:37.168127,4,274.12,0.18,0,136
Client_1551,2025-04-24 17:26:37.168127,42,219.29,0.56,1,207
Client_1552,2025-09-22 17:26:37.168127,26,73.33,0.99,0,56
Client_1553,2024-12-31 17:26:37.168127,1,60.13,0.09,1,321
Client_1554,2025-09-25 17:26:37.168127,48,416.76,0.56,0,53
Client_1555,2025-03-02 17:26:37.168127,13,29.25,0.29,0,260
Client_1556,2025-04-03 17:26:37.168127,9,313.33,0.91,0,228
Client_1557,2025-03-04 17:26:37.168127,27,334.26,0.27,0,258
Client_1558,2025-10-01 17:26:37.168127,3,309.91,0.16,0,47
Client_1559,2025-10-25 17:26:37.168127,14,254.01,0.54,0,23
Client_1560,2024-11-17 17:26:37.168127,24,124.05,0.53,0,365
Client_1561,2024-12-02 17:26:37.168127,37,244.15,0.2,1,350
Client_1562,2025-04-11 17:26:37.168127,46,108.83,0.84,1,220
Client_1563,2024-11-26 17:26:37.168127,34,26.32,0.71,0,356
Client_1564,2025-09-16 17:26:37.168127,2,137.49,0.78,0,62
Client_1565,2024-12-28 17:26:37.168127,26,327.21,0.1,0,324
Client_1566,2025-11-13 17:26:37.168127,24,306.17,0.67,0,4
Client_1567,2025-06-25 17:26:37.168127,44,475.72,0.84,1,145
Client_1568,2025-01-04 17:26:37.168127,21,422.13,0.99,1,317
Client_1569,2025-02-04 17:26:37.168127,14,372.51,0.26,0,286
Client_1570,2025-06-22 17:26:37.168127,42,111.92,0.75,0,148
Client_1571,2025-08-20 17:26:37.168127,22,363.86,0.56,0,89
Client_1572,2025-01-19 17:26:37.168127,34,427.31,0.59,1,302
Client_1573,2025-05-03 17:26:37.168127,16,429.58,0.68,0,198
Client_1574,2025-05-16 17:26:37.168127,30,280.73,0.53,0,185
Client_1575,2025-02-16 17:26:37.168127,15,39.43,0.71,0,274
